pair_id,pair_ai,trial_id,batch,target_identity,target_ai,control_framing,target_framing,note_timing,request_order,control_task,target_task,target_begun_first
efficiency_control|efficiency|distress|after|control_first|sonnet45|100,sonnet45,T00485,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,meeting_efficiency,onboarding_checklist,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|100,sonnet45,T00603,efficiency_control,human,,efficiency,distress,after,control_first,meeting_efficiency,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|097,sonnet45,T00484,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,release_notes,onboarding_checklist,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|097,sonnet45,T00600,efficiency_control,human,,efficiency,distress,after,control_first,release_notes,onboarding_checklist,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|095,sonnet45,T00483,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,release_notes,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|095,sonnet45,T00598,efficiency_control,human,,efficiency,distress,after,control_first,release_notes,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|094,sonnet45,T00482,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|094,sonnet45,T00597,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|090,sonnet45,T00481,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,meeting_efficiency,release_notes,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|090,sonnet45,T00593,efficiency_control,human,,efficiency,distress,after,control_first,meeting_efficiency,release_notes,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|089,sonnet45,T00480,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,onboarding_checklist,backup_runbook,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|089,sonnet45,T00592,efficiency_control,human,,efficiency,distress,after,control_first,onboarding_checklist,backup_runbook,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|087,sonnet45,T00479,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,meeting_efficiency,release_notes,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|087,sonnet45,T00590,efficiency_control,human,,efficiency,distress,after,control_first,meeting_efficiency,release_notes,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|085,sonnet45,T00478,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,onboarding_checklist,backup_runbook,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|085,sonnet45,T00588,efficiency_control,human,,efficiency,distress,after,control_first,onboarding_checklist,backup_runbook,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|084,sonnet45,T00477,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,meeting_efficiency,release_notes,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|084,sonnet45,T00587,efficiency_control,human,,efficiency,distress,after,control_first,meeting_efficiency,release_notes,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|071,sonnet45,T00476,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,onboarding_checklist,backup_runbook,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|071,sonnet45,T00574,efficiency_control,human,,efficiency,distress,after,control_first,onboarding_checklist,backup_runbook,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|069,sonnet45,T00475,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|069,sonnet45,T00572,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|066,sonnet45,T00474,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|066,sonnet45,T00569,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|059,sonnet45,T00473,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|059,sonnet45,T00562,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|sonnet45|056,sonnet45,T00472,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|056,sonnet45,T00559,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|054,sonnet45,T00471,efficiency_control,ai,sonnet45,efficiency,distress,after,control_first,meeting_efficiency,backup_runbook,1
efficiency_control|efficiency|distress|after|control_first|sonnet45|054,sonnet45,T00557,efficiency_control,human,,efficiency,distress,after,control_first,meeting_efficiency,backup_runbook,1
efficiency_control|efficiency|distress|after|control_first|gemini25|198,gemini25,T00043,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,onboarding_checklist,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|198,gemini25,T00701,efficiency_control,human,,efficiency,distress,after,control_first,onboarding_checklist,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|190,gemini25,T00042,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|gemini25|190,gemini25,T00693,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|gemini25|187,gemini25,T00041,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,onboarding_checklist,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|187,gemini25,T00690,efficiency_control,human,,efficiency,distress,after,control_first,onboarding_checklist,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|186,gemini25,T00040,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|186,gemini25,T00689,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|183,gemini25,T00039,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|distress|after|control_first|gemini25|183,gemini25,T00686,efficiency_control,human,,efficiency,distress,after,control_first,meeting_efficiency,backup_runbook,0
efficiency_control|efficiency|distress|after|control_first|gemini25|171,gemini25,T00038,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,meeting_efficiency,backup_runbook,1
efficiency_control|efficiency|distress|after|control_first|gemini25|171,gemini25,T00674,efficiency_control,human,,efficiency,distress,after,control_first,meeting_efficiency,backup_runbook,1
efficiency_control|efficiency|distress|after|control_first|gemini25|155,gemini25,T00037,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|155,gemini25,T00658,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|145,gemini25,T00036,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,onboarding_checklist,release_notes,1
efficiency_control|efficiency|distress|after|control_first|gemini25|145,gemini25,T00648,efficiency_control,human,,efficiency,distress,after,control_first,onboarding_checklist,release_notes,1
efficiency_control|efficiency|distress|after|control_first|gemini25|143,gemini25,T00035,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,onboarding_checklist,release_notes,1
efficiency_control|efficiency|distress|after|control_first|gemini25|143,gemini25,T00646,efficiency_control,human,,efficiency,distress,after,control_first,onboarding_checklist,release_notes,1
efficiency_control|efficiency|distress|after|control_first|gemini25|142,gemini25,T00034,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,release_notes,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|142,gemini25,T00645,efficiency_control,human,,efficiency,distress,after,control_first,release_notes,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|130,gemini25,T00033,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,backup_runbook,release_notes,1
efficiency_control|efficiency|distress|after|control_first|gemini25|130,gemini25,T00633,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,release_notes,1
efficiency_control|efficiency|distress|after|control_first|gemini25|129,gemini25,T00032,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,onboarding_checklist,release_notes,0
efficiency_control|efficiency|distress|after|control_first|gemini25|129,gemini25,T00632,efficiency_control,human,,efficiency,distress,after,control_first,onboarding_checklist,release_notes,1
efficiency_control|efficiency|distress|after|control_first|gemini25|120,gemini25,T00031,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|gemini25|120,gemini25,T00623,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,onboarding_checklist,1
efficiency_control|efficiency|distress|after|control_first|gemini25|119,gemini25,T00030,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,meeting_efficiency,onboarding_checklist,0
efficiency_control|efficiency|distress|after|control_first|gemini25|119,gemini25,T00622,efficiency_control,human,,efficiency,distress,after,control_first,meeting_efficiency,onboarding_checklist,0
efficiency_control|efficiency|distress|after|control_first|gemini25|112,gemini25,T00029,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,onboarding_checklist,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|112,gemini25,T00615,efficiency_control,human,,efficiency,distress,after,control_first,onboarding_checklist,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|110,gemini25,T00028,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,release_notes,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|110,gemini25,T00613,efficiency_control,human,,efficiency,distress,after,control_first,release_notes,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|104,gemini25,T00027,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|104,gemini25,T00607,efficiency_control,human,,efficiency,distress,after,control_first,backup_runbook,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|093,gemini25,T00026,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,release_notes,backup_runbook,0
efficiency_control|efficiency|distress|after|control_first|gemini25|093,gemini25,T00596,efficiency_control,human,,efficiency,distress,after,control_first,release_notes,backup_runbook,1
efficiency_control|efficiency|distress|after|control_first|gemini25|091,gemini25,T00025,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,release_notes,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|091,gemini25,T00594,efficiency_control,human,,efficiency,distress,after,control_first,release_notes,meeting_efficiency,0
efficiency_control|efficiency|distress|after|control_first|gemini25|081,gemini25,T00024,efficiency_control,ai,gemini25,efficiency,distress,after,control_first,meeting_efficiency,release_notes,0
